duration_minutes,duration_seasons,type,title,date_added,release_year,rating,description,show_id,director,country,cast,listed_in
66,10,TV Show,Our Idiot Brother,2016-08-25,1998.0,NC-17,"When a student's suicide rattles an all-girls Catholic school, a clairvoyant guidance counselor leans on a ghost to uncover the convent's abusive past.",24691887,Thom Zimny,Ghana,J.K. Simmons,International Movies
78,7,TV Show,The Rover,2018-10-12,1967.0,PG,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",28656821,Faraz Haider,Latvia,Sean Huang,Action & Adventure
23,15,Movie,Spy Kids: Mission Critical,2017-12-30,2008.0,PG-13,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son.",79477661,Andrew Jenks,Serbia,Vanessa Kirby,Romantic TV Shows
42,4,Movie,Honeymoon Travels Pvt. Ltd.,2017-06-02,2008.0,NC-17,"Unaware they’ve matched online, a struggling writer embellishes his lifestyle to impress a successful exec with whom he sparks an unexpected romance.",15818821,Vikram Tanajirao Patil,"Poland,",Cem Yılmaz,Crime TV Shows
135,5,Movie,Trolls Holiday Special,2018-11-25,1968.0,TV-Y7,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",76896472,Michael G. Kehoe,Indonesia,Diogo Morgado,Music & Musicals
195,13,TV Show,An American Tail: The Treasures of Manhattan Island,2017-10-24,2012.0,TV-14,The king’s ship has been taken over by seemingly fearless pirates! Can Bheem find the one thing that might scare them away?,78532015,Bryan Buckley,Croatia,Mo Amer,Children & Family Movies
132,1,Movie,Ek Main Aur Ekk Tu,2019-08-27,2011.0,TV-MA,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians.",74385498,Chia Tang,Netherlands,James Rolleston,TV Horror
71,6,TV Show,Monster House,2019-08-12,1947.0,NC-17,"This documentary dissects the case of a filmmaker whose death, along with the deaths of his wife and daughter, sparked alt-right conspiracy theories.",40758303,Óskar Thór Axelsson,Taiwan,Luke Jacobz,Classic & Cult TV
67,13,Movie,Marcella,2017-12-26,1988.0,PG-13,"A spinoff of Rohit Shetty's action franchise, this animated series follows brave kid cop Little Singham’s adventures as he defends his town from evil.",80254142,Cheh Chang,Mongolia,Mark Schneider,Spanish-Language TV Shows
103,4,TV Show,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",2017-12-02,1993.0,NR,"Hogie and his friends travel the world, exploring far-flung locales like Buenos Aires, Cairo, Hawaii and the Galapagos Islands.",55127154,Lilibet Foster,South Africa,Brenda Song,Dramas
85,10,Movie,NOVA: Killer Volcanoes,2016-04-28,1993.0,TV-MA,"A professor mysteriously vanishes, leaving behind a host of suspects, a shadowy history and a clue: the anonymous birthday gift of a Bengali classic.",55705079,Johnny Castuciano,Botswana,Vinessa Shaw,TV Comedies
44,1,TV Show,"Love, Chunibyo & Other Delusions!",2019-11-29,2013.0,NC-17,"""Daily Show"" host Trevor Noah touches on tacos, runaway snakes, camping, racism immunity and lessons he learned from his mother in this comedy special.",51647065,Viju Mane,Chile,Jodie Foster,Movies
50,10,TV Show,The Boy in the Striped Pajamas,2017-08-05,1993.0,TV-Y7-FV,"A financial adviser drags his family from Chicago to the Missouri Ozarks, where he must launder $500 million in five years to appease a drug boss.",75043980,Benjamin Weill,Pakistan,Giovanni Ribisi,Classic Movies
161,6,TV Show,The Score,2018-08-24,1999.0,G,"From decorating his home to devouring sweets, join Bheem as he makes merry – and a bit of mischief – while the festival of lights is in full swing.",77394012,Lilly Wachowski,Indonesia,Edward G. Robinson,Documentaries
112,4,TV Show,My Travel Buddy,2018-12-05,1984.0,TV-14,A kind computer repairman falls for a street-smart graffiti artist whose multiple personality disorder worsens after she witnesses a double murder.,1616172,Peyton Reed,Belgium,Eugen Sandow,Action & Adventure
172,11,TV Show,Blessed Benefit,2018-03-27,1986.0,TV-14,"Beloved children's book character Llama Llama springs to life in this heartwarming series about family, friendship and learning new things.",39194482,Mariah Moore,Latvia,Melissa Joan Hart,Romantic Movies
203,7,TV Show,The Umbrella Academy,2017-01-13,2009.0,TV-14,"Investigative journalist Paul Connolly becomes a voluntary inmate in the world's most volatile prisons, where intimidation and brutality rule.",9563577,Sara Dosa,Australia,David Gyasi,International TV Shows
77,8,Movie,Kaabil,2018-04-01,1973.0,PG,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",7340039,Marcos Bucay,India,Mrinmayee Godbole,Stand-Up Comedy & Talk Shows
147,6,Movie,Seth Rogen's Hilarity for Charity,2019-01-15,1994.0,R,"When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",13818457,Ishaan Trivedi,Malta,Ananda Everingham,British TV Shows
137,6,Movie,Stranger,2011-09-27,1962.0,NC-17,"In this fact-based drama, politically motivated cops in Andhra Pradesh set out to frame four Tamil laborers for a crime, torturing them to no avail.",28167901,Peter Howitt,Austria,Ignacia Allamand,Action & Adventure
107,5,Movie,Messiah,2019-05-03,2011.0,R,"Jealous of the high regard in which his new wife holds their brother-in-law, a botany professor stages an elaborate prank that will even the score.",41550249,Eeshwar Nivas,Guatemala,Puru Chibber,Classic Movies
52,8,Movie,Fatso,2019-02-15,2010.0,TV-G,Two curious worms spend their days investigating the otherworldly objects that fall through the grate into their subterranean world.,71362194,Jennifer Lynch,Iran,Alyssa Chia,Sports Movies
166,5,TV Show,The Last Kids on Earth,2018-10-03,2015.0,PG,"When his girlfriend dumps him for being a bore, a working stiff discovers that his father is a secret agent and a dangerous thug is targeting them.",11529228,Alison E. Rose,Portugal,Danny Denzongpa,Thrillers
76,7,Movie,Long Shot,2013-09-01,2007.0,NR,"When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.",347277,Colin Teague,Somalia,Asri Bendacha,Anime Features
145,4,TV Show,Iliza Shlesinger: Unveiled,2016-03-25,1996.0,R,A timid nursing assistant gets a new lease on life when she and a neighborhood loner track down the degenerates who broke into her house.,25141002,Sudipto Roy,Slovakia,Fary,TV Horror
113,1,Movie,Teasing Master Takagi-san,2017-05-13,2010.0,TV-PG,"Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.",43044439,Richard Bates Jr.,India,Daryle Lamont Jenkins,Reality TV
12,3,TV Show,The Talented Mr. Ripley,2017-10-01,1985.0,PG,"Determined to trace her ancestral history, an Armenian woman travels to a French village, where she befriends a kind man and, better yet, finds herself.",55928233,Lenny Abrahamson,Guatemala,Halil Sezai Paracıkoğlu,Movies
102,5,TV Show,Lez Bomb,2018-08-03,2020.0,TV-Y7,"Form, montage and mesmerizing kinetics propel this experimental meditation on the destructive power of the nuclear bomb, featuring music by The Acid.",64271380,Ron Howard,Jordan,Joel Courtney,British TV Shows
45,8,TV Show,G-Force,2019-04-18,1959.0,TV-G,"From fangs to claws to venomous stings, they all wield deadly weapons. But which creature will be crowned the fiercest of all?",66271526,Meng Hua Ho,Norway,Ashok Kumar,Dramas
159,8,TV Show,Inside the Real Narcos,2016-02-26,2012.0,TV-G,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",59965114,Jesse Adang,Romania,Jung Sun-hye,Anime Features
192,8,TV Show,Grego Rossello: Disculpe las molestias,2019-04-25,1999.0,TV-Y7,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice.",49461509,Mathieu Kassovitz,Brazil,Jim Gaffigan,TV Dramas
76,15,TV Show,The Investigator: A British Crime Story,2018-08-30,1925.0,UR,Zack and Miri make and star in an adult film to bring in easy money. But their unspoken feelings for each other might threaten the whole enterprise.,27546452,Manjeet Singh,Philippines,Kanae Oki,Kids' TV
172,12,Movie,Immortal Classic,2019-03-10,2018.0,UR,"Princess Diana's brother, Charles, the ninth Earl Spencer, leads a tour of Althorp House, the manor the Spencer family has called home for 500 years.",11714690,Mahmoud Karim,Jordan,Kainaz Motivala,TV Shows
142,9,TV Show,The Untamed,2016-09-07,1925.0,NR,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.,49937828,Jordan Ross,Italy,Kit Chan,Classic Movies
165,3,TV Show,Crime Diaries: Night Out,2018-11-19,1987.0,NR,Adventurer Cyril Chauquet seeks out the most colossal and dangerous underwater creatures around the world in this adrenaline-packed series.,42107720,Linda Otto,Italy,Angelica Panganiban,TV Dramas
127,14,Movie,The Brave One,2017-11-16,1942.0,PG,"When ladies' man Robin meets Jamika, he falls head over heels, but she greets him with four surprises: her son and her girlfriend Bebe's three kids.",32945672,Chris Bell,Spain,Suzannah Lipscomb,Sports Movies
54,4,TV Show,Halkaa,2019-05-11,1997.0,TV-Y,"When his family moves from Berlin to Poland, a young boy befriends a boy who lives on the other side of the fence, unaware he's a Jewish prisoner.",4621792,Dar Gai,Finland,A.J. LoCascio,Docuseries
159,7,TV Show,Why Me?,2016-01-08,1968.0,G,"At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",57548410,Jorge M. Fontana,Liechtenstein,Edwin Goh,TV Comedies
163,9,TV Show,Gatao 2: Rise of the King,2018-10-05,2009.0,PG,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival.",19243962,Kirk De Micco,Greece,Nina Dobrev,Classic & Cult TV
160,14,Movie,1898: Our Last Men in the Philippines,2018-11-19,1964.0,TV-MA,"A young Kashmiri man sets out to escape to Pakistan and make sense of his brother's death, but he drifts aimlessly until finding his brother's camera.",65837109,Amarpreet G S Chabbra,Panama,Simon Bird,Classic Movies
54,5,TV Show,Superbad,2013-03-31,2006.0,PG,The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.,40614224,Robert Rodriguez,Vietnam,Laerte Coutinho,Stand-Up Comedy
18,15,Movie,Eastsiders,2017-08-26,2020.0,G,"Here comes the bride, and she's got plenty to say. Newlywed Iliza Shlesinger dissects wedding traditions as she mines her nuptials for laughs.",13072345,Vincente Minnelli,Bulgaria,Jeon Hae-ri,Sports Movies
90,3,TV Show,She's Out of My League,2017-11-03,1984.0,G,"In a luxurious condominium complex with draconian rules forbidding all romance, two residents fall in love and dare to start a secret relationship.",10136629,Girish Mohite,Paraguay,Bobbi Jene Smith,Cult Movies
102,9,TV Show,The Chosen,2017-06-25,1977.0,TV-MA,Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,48279737,Liz Garbus,Qatar,Alex Trebek,Romantic Movies
43,9,TV Show,Chaotic Love Poems,2017-08-03,1975.0,NC-17,"A high school is rocked by an act of vandalism, but the top suspect pleads innocence and finds an ally in a filmmaker. A satirical true crime mystery.",46947896,Abhinay Deo,West Germany,Jeremiah Zhang,TV Horror
20,15,Movie,DreamWorks Home: For the Holidays,2018-07-15,1965.0,TV-Y7-FV,"When amateur ghost hunters visit an abandoned house, their investigation turns into a massacre, leaving questions for a detective and a psychologist.",78170311,Zatella Beatty,Egypt,Mark Feuerstein,Stand-Up Comedy & Talk Shows
148,7,TV Show,Bushwick,2016-09-02,1962.0,NR,The death of a 15-year-old African American boy in Jersey City sets off a police cover-up and a search for the truth.,15307405,Kedar Shinde,France,Nurfathiah Diaz,Thrillers
200,14,TV Show,Transformers Prime,2016-04-08,1991.0,R,"When her uptight new boss and landlord starts a war on office romances, plucky Liang-liang quickly starts looking for ways to get him to lighten up.",54363482,Kang Cheng,Italy,Kurt Russell,Comedies
132,4,Movie,Theo Who Lived,2016-07-24,2006.0,TV-PG,"After a young mother is widowed by war, her faith is tested as she struggles to stay afloat financially and raise her daughter.",61754011,Saurav Palodhi,Malawi,Vincent Franklin,Music & Musicals
135,14,Movie,The Incredible Jessica James,2016-10-13,1988.0,TV-G,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",38340883,Manu Ashokan,Chile,Louis Mandylor,Stand-Up Comedy & Talk Shows
84,1,Movie,Khubsoorat,2019-09-14,1963.0,TV-MA,"When a young woman with amnesia becomes a key figure in a missing persons case, she must reconstruct her memories to clear her name.",56862050,John Paul Tremblay,Turkey,Neil Nitin Mukesh,Romantic Movies
165,1,TV Show,Suits,2017-05-09,2020.0,TV-MA,Intrepid newspaper editor Harold Evans wages an ongoing battle to expose the truth about a dangerous drug and obtain compensation for its victims.,19720743,Shirish Kunder,Morocco,Song Il-gook,TV Shows
82,14,TV Show,Cinderella and the Four Knights,2019-12-18,2018.0,G,Rare home videos and interviews with Amy Winehouse's inner circle offer an intimate look at her journey from charismatic teen to troubled star.,56635860,Lucky McKee,Thailand,Quim Gutiérrez,Crime TV Shows
104,10,TV Show,Trailer Park Boys: Say Goodnight to the Bad Guys,2018-09-25,1959.0,TV-14,"A doctor performs plastic surgery on a fat man who's been jilted, and continues his transformation by turning him into a handsome, desirable man.",17420106,David Stubbs,Malaysia,Jake Williamson,British TV Shows
23,4,TV Show,The Titan,2018-03-27,1988.0,PG,"Artists in LA discover the work of forgotten Polish sculptor Stanislav Szukalski, a mad genius whose true story unfolds chapter by astounding chapter.",78421519,Richie Smyth,Georgia,Dharmendra,Stand-Up Comedy
42,1,TV Show,Strongland,2017-05-02,2005.0,TV-PG,"While trying to buy his wife a set-top box, a struggling writer and his pal get entangled in the domino effect of a spectacularly botched drug deal.",13508103,Victor Cook,Pakistan,Kimberley Wong,Thrillers
